paper_id,paper_short_name,plot_id,plot_title,source_figure,row_index,x_variable,y_variable,x_description,y_description,doi,li2020_air_stone_x,li2020_air_stone_y,gap_1,li2020_single_orifice_x,li2020_single_orifice_y,gap_2,milgram83_x,milgram83_y,gap_3,fs80_x,fs80_y,gap_4,mv82_x,mv82_y
li_2020,Li et al. 2020,figure_10b,Centerline velocity scaling,Figure 10b,19,z_hat,W_c_over_W_s,z/D,"W_c/W_s, centerline velocity normalized by bubble slip velocity",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,9.00628,0.562341,,65.27004264649622,0.3534981105030108,,1.519911,1.410556,,0.328886,2.0178,,5.267335,0.938774
li_2020,Li et al. 2020,figure_10b,Centerline velocity scaling,Figure 10b,20,z_hat,W_c_over_W_s,z/D,"W_c/W_s, centerline velocity normalized by bubble slip velocity",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,,,,,,,2.371374,1.471238,,0.360428,1.790807,,6.579332,1.014139
li_2020,Li et al. 2020,figure_10b,Centerline velocity scaling,Figure 10b,21,z_hat,W_c_over_W_s,z/D,"W_c/W_s, centerline velocity normalized by bubble slip velocity",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,,,,,,,3.465554,1.420493,,0.405466,1.867848,,,
li_2020,Li et al. 2020,figure_10b,Centerline velocity scaling,Figure 10b,22,z_hat,W_c_over_W_s,z/D,"W_c/W_s, centerline velocity normalized by bubble slip velocity",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,,,,,,,4.054661,1.729039,,0.51313,1.556228,,,
li_2020,Li et al. 2020,figure_10b,Centerline velocity scaling,Figure 10b,23,z_hat,W_c_over_W_s,z/D,"W_c/W_s, centerline velocity normalized by bubble slip velocity",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,,,,,,,4.328761,1.545341,,0.657933,1.669402,,,
li_2020,Li et al. 2020,figure_10b,Centerline velocity scaling,Figure 10b,24,z_hat,W_c_over_W_s,z/D,"W_c/W_s, centerline velocity normalized by bubble slip velocity",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,,,,,,,,,,0.811131,1.634612,,,
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,1,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,2.023919,0.300405,,6.018055565953468,1.4438071974230198,,0.034415,0.000548,,0.003008,3e-06,,0.136364,0.002176
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,2,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,2.373699,0.347857,,6.274557182799642,1.527738698708757,,0.072092,0.001721,,0.006393,8e-06,,0.273449,0.005093
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,3,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,2.704453,0.402806,,7.013284392783201,1.6628722876614022,,0.078628,0.001486,,0.009735,1.5e-05,,0.398657,0.009158
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,4,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,2.993331,0.466434,,8.173098010646859,1.9700558012878144,,0.118012,0.003093,,0.0132,2.4e-05,,0.525056,0.012645
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,5,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,3.264905,0.439858,,8.640838562246442,2.4696649421837926,,0.153216,0.005093,,0.016407,3.4e-05,,0.532789,0.015078
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,6,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,3.36147,0.55619,,9.658156976445461,2.144313814840796,,0.167098,0.004148,,0.045322,0.000673,,0.652688,0.020218
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,7,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,3.720013,0.540112,,9.793469066156433,2.6881150524218165,,0.169555,0.004803,,0.067027,0.000985,,0.799385,0.020218
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,8,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,3.775321,0.767981,,11.25536327201121,2.613231677853353,,0.169594,0.00644,,0.094926,0.001721,,1.05306,0.03635
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,9,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,3.999733,0.607351,,12.406680237585336,2.9258878043056367,,0.24723,0.010604,,0.132502,0.002917,,1.271465,0.047332
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,10,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,4.42666,0.644046,,13.867365352097332,3.095975719400754,,0.316352,0.016465,,0.144533,0.003004,,1.53506,0.056441
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,11,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,4.492475,0.915764,,28.989161220038362,17.348574829775153,,0.355275,0.02082,,0.195949,0.004028,,1.90803,0.080253
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,12,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,4.759516,0.724223,,32.85612288866302,19.42421865872215,,0.598508,0.027109,,0.207663,0.004803,,2.477154,0.128316
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,13,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,5.193365,1.12449,,39.370067840222575,23.67190061697736,,0.765806,0.039694,,0.216909,0.005562,,3.034125,0.140119
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,14,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,6.179034,1.12449,,41.623188654889276,27.263576191131484,,0.860009,0.048741,,0.243547,0.005401,,4.552965,0.224036
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,15,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,7.039866,1.264477,,45.24693064245735,26.50408913489219,,1.964735,0.121005,,0.285683,0.00768,,5.996686,0.318555
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,16,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,7.679453,1.380789,,50.57402191918512,30.525485266165386,,2.948322,0.199234,,0.370836,0.01,,,
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,17,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,8.376762,1.421891,,55.74726493637584,37.20078867528617,,3.772536,0.300405,,0.422577,0.014219,,,
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,18,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,9.137387,1.464216,,60.600658229162335,37.20078867528617,,4.236703,0.379855,,0.589767,0.020218,,,
li_2020,Li et al. 2020,figure_11a,Volume flux scaling,Figure 11a,19,z_hat,Q_over_D2_W_s,z/D,"Q/(D^2 W_s), nondimensional liquid volume flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,,,,64.96640299077936,39.363347532246515,,,,,0.743669,0.024826,,,
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,1,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,2.031916,0.095219,,6.017358148050683,0.11147303135339531,,0.034969,0.001297,,0.003087,5e-06,,0.137186,0.002735
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,2,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,2.398986,0.101902,,6.974074005473094,0.13851902753946246,,0.07151,0.003508,,0.006477,1.1e-05,,0.27346,0.004498
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,3,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,2.691277,0.111548,,8.083834669012179,0.1797699017767424,,0.079205,0.002674,,0.009873,2.1e-05,,0.276975,0.006173
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,4,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,3.259689,0.127756,,8.812056604716975,0.2185861503424673,,0.119202,0.005152,,0.013415,3.2e-05,,0.40117,0.006912
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,5,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,3.344043,0.149666,,9.714707905407945,0.18371767615786394,,0.1539,0.008472,,0.016669,4.1e-05,,0.531351,0.012165
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,6,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,3.703861,0.13985,,9.842949363394771,0.25448393843197187,,0.16616,0.007397,,0.045729,0.001058,,0.545101,0.009925
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,7,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,3.799709,0.210098,,10.719725417545453,0.2185861503424673,,0.17046,0.010152,,0.068822,0.001297,,0.643575,0.018693
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,8,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,3.998911,0.153089,,11.826665246670904,0.24366460790543829,,0.172652,0.00707,,0.095933,0.002499,,0.799673,0.014251
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,9,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,4.317465,0.175333,,12.577913130043171,0.2775851484055038,,0.246894,0.014251,,0.13895,0.00367,,1.045725,0.025081
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,10,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,4.429192,0.240626,,14.219206169711619,0.296277119197087,,0.318763,0.020931,,0.146234,0.00367,,1.266588,0.032164
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,11,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,4.721324,0.183444,,29.04303184409913,1.242623671911505,,0.3576,0.025081,,0.1987,0.004706,,1.534098,0.043154
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,12,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,5.032723,0.263404,,34.49338763797463,1.5109332657080972,,0.396078,0.014251,,0.217286,0.005639,,1.881996,0.04832
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,13,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,5.718492,0.294932,,38.52865263153145,1.7590695822349833,,0.59609,0.030054,,0.24376,0.006035,,2.492707,0.079463
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,14,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,6.174029,0.337786,,43.03847602958756,2.0929300664290964,,0.769607,0.044141,,0.295243,0.007916,,3.057996,0.074251
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,15,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,6.838352,0.361494,,47.466256957831874,2.0479566274518466,,0.852417,0.055341,,0.366854,0.009274,,4.486136,0.106616
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,16,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,7.574156,0.378217,,53.019174145537576,2.384286778806727,,1.955519,0.08128,,0.438696,0.011367,,6.018288,0.153089
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,17,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,8.282648,0.41402,,57.07859888469562,2.6578367484940806,,2.943021,0.149666,,0.588524,0.015957,,,
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,18,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,8.828938,0.443079,,61.44173466382551,2.8368096047762674,,3.751479,0.251757,,0.759838,0.020005,,,
li_2020,Li et al. 2020,figure_11b,Momentum flux scaling,Figure 11b,19,z_hat,M_over_D2_W_s2,z/D,"M/(D^2 W_s^2), nondimensional momentum flux",https://doi.org/10.1016/j.ijmultiphaseflow.2020.103230,,,,65.34460771841817,3.231721758481952,,4.208556,0.281891,,,,,,
